id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
31045018-4,RM,"[""I, Kim Namjun"","",I swear this with you as my witness, Manager""]",112,SMS_5S_RM_33_02_01,160,SMS_5S_RM_33_03_01,208,SMS_5S_RM_33_04_01,What if you need one?,It's okay if you don't,"""Whatever you want to do, Namjun..."
31045019-11,RM,"[""&There's not many days left in the year"",""5Who knew there would be so many... even I'm surprised""]",160,SMS_5S_RM_35_02_01,208,SMS_5S_RM_35_03_01,112,SMS_5S_RM_35_04_01,!Buy replacements if you need them,Let's have a moment of silence,Forget about them
31045020-6,RM,"[""(Manager are you having a happy new year?"",""What do I answer first? Loool""]",208,SMS_5S_RM_37_02_01,112,SMS_5S_RM_37_03_01,160,SMS_5S_RM_37_04_01,I'm organizing our schedule!,"""I had kimchi fried rice for lunch!",I'm feeling feverish...
31045021-8,RM,"[""Manager"",""That Jimin...""]",208,SMS_5S_RM_39_02_01,160,SMS_5S_RM_39_03_01,112,SMS_5S_RM_39_04_01,"""Dreams of becoming your successor?",Is adorable?,Wants to harmonize?
31045022-10,RM,"[""An hour ago"",""#is a first in my item-losing career""]",112,SMS_5S_RM_41_02_01,208,SMS_5S_RM_41_03_01,160,SMS_5S_RM_41_04_01,.Maybe you made a mistake on the delivery form?,)Did you take a good look around the dorm?,Call the delivery courier
31045023-16,RM,"[""OYou seemed like you were in a really good mood to day. What was that about? lol"",""When do you feel happy, Manager?""]",112,SMS_5S_RM_43_02_01,160,SMS_5S_RM_43_03_01,208,SMS_5S_RM_43_04_01,When I eat something delicious!,When I finish work!,When I'm with BTS!
31045024-4,RM,"[""I found this note"",""qTrainees experience a long winter even when it gets warmer. I truly hope that spring will come for BTS soon, too.""]",160,SMS_5S1_RM_024_02_01,112,SMS_5S1_RM_024_03_01,208,SMS_5S1_RM_024_04_01,Has spring come?,T_T,Everything's a memory
31045025-14,RM,"[""I shouldn't be bored right now"",""What should I do?""]",208,SMS_5S1_RM_025_02_01,160,SMS_5S1_RM_025_03_01,112,SMS_5S1_RM_025_04_01,Watch a drama?,Read webtoons!,Go for a nighttime stroll?
31045026-5,RM,"[""$Coming-of-Age day was a few days ago"",""Who has yet to become an adult""]",160,SMS_5S1_RM_026_02_01,112,SMS_5S1_RM_026_03_01,208,SMS_5S1_RM_026_04_01,Who? There shouldn't be?,Maknae Jeongguk?,"You, Namjun?"
31045027-6,RM,"[""Manager"",""-Wait why don't you want to take the van? lool""]",160,SMS_5S1_RM_027_02_01,208,SMS_5S1_RM_027_03_01,112,SMS_5S1_RM_027_04_01,Are you gonna walk?,#Are you planning to stop somewhere?,"""How are you planning to get there?"
31045028-15,RM,"[""#I've just put the finishing touches"",""TFrom what I've seen over the years, I think you're the same Namjun you were at debut""]",160,SMS_5S1_RM_028_02_01,112,SMS_5S1_RM_028_03_01,208,SMS_5S1_RM_028_04_01,You're still the same height,You still lose and break things,Your heart is still the same
31045029-16,RM,"[""There's a saying"",""What kind of pasta to make""]",112,SMS_5S1_RM_029_02_01,160,SMS_5S1_RM_029_03_01,208,SMS_5S1_RM_029_04_01,Tomato pasta!,Creamy pasta!,Spaghetti aglio e olio!
31045030-4,RM,"[""'Do you have moments like this, Manager?"",""%You're stuck with extreme ambivalence""]",112,SMS_5S1_RM_030_02_01,208,SMS_5S1_RM_030_03_01,160,SMS_5S1_RM_030_04_01,"Yes, I do","Nope, I don't",Can you explain?
31045031-16,RM,"[""Mr. Kim Namjun"",""!So I'd like to apologize, Manager""]",112,SMS_5S1_RM_031_02_01,160,SMS_5S1_RM_031_03_01,208,SMS_5S1_RM_031_04_01,People make mistakes,!Still gotta carry out the penalty,"""Did the other members forgive you?"
31045032-4,RM,"[""BTS's Kim Namjun"",""What goes in the OO here?""]",160,SMS_5S1_RM_032_02_01,208,SMS_5S1_RM_032_03_01,112,SMS_5S1_RM_032_04_01,Leader,Rap liner,RM
31055001-6,Jimin,"[""Jimin! Are you busy?"",""-Ah really? Who is it? I think I can help you!""]",80,SMS_5S_Jimin_01_02_01,80,SMS_5S_Jimin_01_03_01,80,SMS_5S_Jimin_01_04_01,Yunki,Hoseok,Seok Jin
31055001-21,Jimin,"[""Jimin! Are you busy?"",""Spot-on, right?""]",56,SMS_5S_Jimin_01_05_01,104,SMS_5S_Jimin_01_06_01,80,SMS_5S_Jimin_01_07_01,Nope.,Bingo!,What do you know!
31055002-9,Jimin,"[""Ding! You've got mail!"",""Loooooooool""]",104,SMS_5S_Jimin_03_02_01,56,SMS_5S_Jimin_03_03_01,80,SMS_5S_Jimin_03_04_01,That's a cute letter.,"I'm sorry, dumplings!",I'll be right there!
31055002-19,Jimin,"[""Ding! You've got mail!"",""Did I do well? hehe""]",104,SMS_5S_Jimin_03_05_01,56,SMS_5S_Jimin_03_06_01,80,SMS_5S_Jimin_03_07_01,"Yes, good job!",Eat them if you want to.,.I'll start up a kimchi dumpling place for you.
31055003-4,Jimin,"[""Jimin did you eat yet?"",""(I'm having corn instead of a meal today!""]",56,SMS_5S_Jimin_05_02_01,104,SMS_5S_Jimin_05_03_01,80,SMS_5S_Jimin_05_04_01,You should eat a proper meal!,Do you like corn?,"I want some, too!"
31055003-14,Jimin,"[""Jimin did you eat yet?"",""You're right T_T""]",56,SMS_5S_Jimin_05_05_01,104,SMS_5S_Jimin_05_06_01,80,SMS_5S_Jimin_05_07_01,"""You're going to get indigestion...",You're so busy.,You're so cool!
31055004-7,Jimin,"[""Manager did you text me?"",""That's okay with you right? hehe""]",80,SMS_5S_Jimin_07_02_01,80,SMS_5S_Jimin_07_03_01,104,SMS_5S_Jimin_07_04_01,A comedy.,A love story.,A martial arts movie.
31055004-16,Jimin,"[""Manager did you text me?"",""AAlthough anything is fine with me if you want to watch it Manager""]",56,SMS_5S_Jimin_07_05_01,80,SMS_5S_Jimin_07_06_01,104,SMS_5S_Jimin_07_07_01,Even scary movies?,Why are you so kind?,"Me, too!"
31055006-4,Jimin,"[""Woooow"",""The sky was really pretty""]",56,SMS_5S_Jimin_11_02_01,104,SMS_5S_Jimin_11_03_01,80,SMS_5S_Jimin_11_04_01,No I didn't T_T,Yep I did!,I don't really remember...
31055006-21,Jimin,"[""Woooow"",""Nothing's wrong right?""]",104,SMS_5S_Jimin_11_05_01,80,SMS_5S_Jimin_11_06_01,56,SMS_5S_Jimin_11_07_01,How'd you know?,Nothing's really wrong...,I'm usually expressionless...
31055007-8,Jimin,"[""When you can't fall asleep"",""but I still can't fall asleep...""]",80,SMS_5S_Jimin_13_02_01,104,SMS_5S_Jimin_13_03_01,56,SMS_5S_Jimin_13_04_01,Try counting sheep!,Try a bath!,I'll sing you a lullaby!
31055007-21,Jimin,"[""When you can't fall asleep"",""Loooooool""]",80,SMS_5S_Jimin_13_05_01,56,SMS_5S_Jimin_13_06_01,104,SMS_5S_Jimin_13_07_01,I'll try to think of more ways!,!But sleep is extremely important!,Text me when you can't sleep
31055008-3,Jimin,"[""My nauseousness from earlier"",""Is mostly gone now T_T""]",104,SMS_5S_Jimin_15_02_01,80,SMS_5S_Jimin_15_03_01,0,0,I'm glad...,Why did you text so late...,
31055008-16,Jimin,"[""My nauseousness from earlier"",""7I thought, I'm a person surrounded by happiness heh T_T""]",104,SMS_5S_Jimin_15_05_01,80,SMS_5S_Jimin_15_06_01,56,SMS_5S_Jimin_15_07_01,You would've done the same!,%I wanted to switch seats with you too,I was so moved
31055009-10,Jimin,"[""Maaanager"","")But guess what kind of certificate it was""]",104,SMS_5S_Jimin_17_02_01,56,SMS_5S_Jimin_17_03_01,80,SMS_5S_Jimin_17_04_01,Credentials for being an angel,A dance certificate,&A manggae rice cake-making certificate
31055009-24,Jimin,"[""Maaanager"",""4Hehe I guess you agree with the certificate Manager!""]",56,SMS_5S_Jimin_17_05_01,80,SMS_5S_Jimin_17_06_01,104,SMS_5S_Jimin_17_07_01,'I wanna give you a piggy back ride too!,Give me a piggy back ride,#Whose back is the most comfortable?
31055010-3,Jimin,"[""#I bought a disposable camera! Ta-da"",""8I'm going to take tons and tons of pretty photos with it""]",104,SMS_5S_Jimin_09_02_01,56,SMS_5S_Jimin_09_03_01,80,SMS_5S_Jimin_09_04_01,#Are you going to take photos of me?,You can use your phone for that.,&I bet you'll take tons of nice photos!
31055010-17,Jimin,"[""#I bought a disposable camera! Ta-da"",""That's what I have so far >_<""]",80,SMS_5S_Jimin_09_05_01,56,SMS_5S_Jimin_09_06_01,104,SMS_5S_Jimin_09_07_01,4It's really cute how you're so focused on Bangtan...,That's all you're going to take?,+Let's make a photobook with those pictures!
31055011-15,Jimin,"[""It's hoooot"",""%Do you know of a way to prevent that?""]",160,SMS_5S_Jimin_19_02_01,208,SMS_5S_Jimin_19_03_01,112,SMS_5S_Jimin_19_04_01,!Try imagining some breezy scenery,Think about ice cream,Turn on the AC
31055012-10,Jimin,"[""I have a problem"","".Which one do you think will look better on me?""]",160,SMS_5S_Jimin_23_02_01,208,SMS_5S_Jimin_23_03_01,112,SMS_5S_Jimin_23_04_01,Option 1,Option 2,Nope to both
31055013-7,Jimin,"[""Jimin... are you okay?"",""+Hmm why do I keep getting this tint though?""]",208,SMS_5S_Jimin_21_02_01,112,SMS_5S_Jimin_21_03_01,160,SMS_5S_Jimin_21_04_01,Because it's cute,$Because you were watching food cook?,Does it make you self-conscious?
31055014-9,Jimin,"[""Since we perform a lot"","">Like I'm forgetting something important... What could that be?""]",112,SMS_5S_Jimin_25_02_01,208,SMS_5S_Jimin_25_03_01,160,SMS_5S_Jimin_25_04_01,#Like swimming without swim goggles!,(It's like playing games without a mouse!,2Like not being able to see you for the entire day!
31055015-6,Jimin,"[""I really don't understand why"",""!Why make the world scarier... T_T""]",112,SMS_5S_Jimin_27_02_01,208,SMS_5S_Jimin_27_03_01,160,SMS_5S_Jimin_27_04_01,I think they're fun,I don't get it either,#I wonder if they've ever ridden one
31055016-7,Jimin,"[""Manager manager"",""-But I dunno what kind of coffee you drink T_T""]",208,SMS_5S_Jimin_29_02_01,112,SMS_5S_Jimin_29_03_01,160,SMS_5S_Jimin_29_04_01,"""A strawberries and cream milkshake",An iced Americano,I'm good
31055017-8,Jimin,"[""*Don't forget to carry an umbrella, Manager"",""A little moody""]",208,SMS_5S_Jimin_31_02_01,112,SMS_5S_Jimin_31_03_01,160,SMS_5S_Jimin_31_04_01,How about going for a walk?,Go to a karaoke cafe?,Eat something delicious
31055018-20,Jimin,"[""I've made up my mind"",""You'll help right? Manager?""]",160,SMS_5S_Jimin_33_02_01,112,SMS_5S_Jimin_33_03_01,208,SMS_5S_Jimin_33_04_01,I like you the way you are now,I'll support you,I'll think about it
31055019-6,Jimin,"[""It's the end of the year"",""GThis new year, I'm going to try to do something I've been putting off!!""]",208,SMS_5S_Jimin_35_02_01,112,SMS_5S_Jimin_35_03_01,160,SMS_5S_Jimin_35_04_01,Something difficult?,&Is it something you didn't want to do?,*Is it something you've been wanting to do?
31055020-8,Jimin,"[""Wooowww"",""7I'm the first to greet you for the new year right? haha""]",208,SMS_5S_Jimin_37_02_01,160,SMS_5S_Jimin_37_03_01,112,SMS_5S_Jimin_37_04_01,Yep,Nope,That's important?
31055021-15,Jimin,"[""Manager"",""But I think I lost my wallet""]",112,SMS_5S_Jimin_39_02_01,208,SMS_5S_Jimin_39_03_01,160,SMS_5S_Jimin_39_04_01,I'll be right there,Think really hard...,Come back to the dorm first
31055022-6,Jimin,"[""Jimin Jimin!"",""I wonder why everyone picked me?""]",112,SMS_5S_Jimin_41_02_01,160,SMS_5S_Jimin_41_03_01,208,SMS_5S_Jimin_41_04_01,"(You're chocolate in human form, Jimin...","""Because you like chocolate, Jimin?",You're in the fans' hearts!
31055023-15,Jimin,"[""Manager, yesterday"",""'Is this the youth you told us about?!!!""]",208,SMS_5S_Jimin_43_02_01,160,SMS_5S_Jimin_43_03_01,112,SMS_5S_Jimin_43_04_01,"(I know, I know that we'll win in the end","Young Pu Reum, is that you?","+It is, and you're living in it every moment"
31055024-5,Jimin,"[""Manager"",""It's snowing outside right now""]",112,SMS_5S1_Jimin_024_02_01,208,SMS_5S1_Jimin_024_03_01,160,SMS_5S1_Jimin_024_04_01,It's spring and it's snowing...,I don't like it when it snows...,I can't look outside right now
31055025-12,Jimin,"[""I have something on my mind"",""So... The chair moves!""]",208,SMS_5S1_Jimin_025_02_01,112,SMS_5S1_Jimin_025_03_01,160,SMS_5S1_Jimin_025_04_01,Does the chair hover in the air?,Does the chair disappear?,$Does the chair fall over on its own?
31055026-10,Jimin,"[""\""I'm at the practice room right now"",""Seriously I don't understand""]",112,SMS_5S1_Jimin_026_02_01,160,SMS_5S1_Jimin_026_03_01,208,SMS_5S1_Jimin_026_04_01,"Guess you're buying today, Jimin",I'm not quite sure either,You have to compete to find out
31055027-10,Jimin,"[""So I'm trying to"",""What should I do, Manager?""]",208,SMS_5S1_Jimin_027_02_01,112,SMS_5S1_Jimin_027_03_01,160,SMS_5S1_Jimin_027_04_01,Try repeating the lines,Channel emotions,Pick out the best line
31055028-13,Jimin,"[""Do you..."",""I'm predicting that...""]",160,SMS_5S1_Jimin_028_02_01,112,SMS_5S1_Jimin_028_03_01,208,SMS_5S1_Jimin_028_04_01,The family photo will go up!,%The choreo practice video will go up!,%The self-written profiles will go up!
31055029-9,Jimin,"[""Manager!"","".I'm hardly an expert, but... You should get...""]",160,SMS_5S1_Jimin_029_02_01,208,SMS_5S1_Jimin_029_03_01,112,SMS_5S1_Jimin_029_04_01,A cactus,Dracaena stuckyi,Cherry tomatoes
31055030-17,Jimin,"[""Manager"",""Did you know that, Manager?""]",160,SMS_5S1_Jimin_030_02_01,208,SMS_5S1_Jimin_030_03_01,112,SMS_5S1_Jimin_030_04_01,Nope,"Yes, I knew",Guess
31055031-4,Jimin,"[""I have a tiny question"",""Like mayonnaise?""]",112,SMS_5S1_Jimin_031_02_01,208,SMS_5S1_Jimin_031_03_01,160,SMS_5S1_Jimin_031_04_01,I do,I don't,Hmm it's complicated
31055032-7,Jimin,"[""Manager did you see the sky?"",""When you see a sky like this?""]",208,SMS_5S1_Jimin_032_02_01,160,SMS_5S1_Jimin_032_03_01,112,SMS_5S1_Jimin_032_04_01,Fly a kite,A picnic,Laundry I've been putting off
31065001-6,V,"[""Hallo"",""???""]",80,SMS_5S_V_01_02_01,104,SMS_5S_V_01_03_01,56,SMS_5S_V_01_04_01,Why are you talking like that?,"Okay, Taehyung!",So now you're a counselor?
31065001-15,V,"[""Hallo"",""""]",80,SMS_5S_V_01_05_01,56,SMS_5S_V_01_06_01,104,SMS_5S_V_01_07_01,Romantic worries.,Financial worries.,Nothing.
31065002-9,V,"[""!I got in trouble with Yunki hyung"",""Looooooooooool""]",56,SMS_5S_V_03_02_01,80,SMS_5S_V_03_03_01,104,SMS_5S_V_03_04_01,(I can understand why you got in trouble!,What's wrong with using it?,That was Yunki's scent?
31065002-20,V,"[""!I got in trouble with Yunki hyung"",""#What kind of scent would suit me???""]",104,SMS_5S_V_03_05_01,56,SMS_5S_V_03_06_01,80,SMS_5S_V_03_07_01,"A sweet, fruity scent.","A dignified, musky scent.","!You don't need cologne, Taehyung!"
31065003-8,V,"[""Onions are no tasty"",""EI was forced to eat them cause I made a bet with Jeongguk and lost...""]",104,SMS_5S_V_05_02_01,80,SMS_5S_V_05_03_01,56,SMS_5S_V_05_04_01,(Don't eat them if they don't taste good.,But you have to eat them...,I can eat them for you.
31065003-20,V,"[""Onions are no tasty"",""How do you do that?""]",56,SMS_5S_V_05_05_01,80,SMS_5S_V_05_06_01,104,SMS_5S_V_05_07_01,Try eating vegetarian for a bit?,I'll go hire a nutritionist.,Will and effort is important!
31065004-9,V,"[""4I think late nights are calming but also very lonely"",""Do you agree Manager?""]",104,SMS_5S_V_07_02_01,80,SMS_5S_V_07_03_01,0,0,"Yeah, it's the same for me, too.",I wouldn't know...,
31065004-16,V,"[""4I think late nights are calming but also very lonely"",""7But... What can I do to make this loneliness disappear?""]",80,SMS_5S_V_07_05_01,80,SMS_5S_V_07_06_01,80,SMS_5S_V_07_07_01,Try writing a song.,Wake the other members up!,"""Try going for a late night walk..."
31065006-6,V,"[""Hi? Nice to meet you"",""Do you have time?""]",80,SMS_5S_V_11_02_01,56,SMS_5S_V_11_03_01,104,SMS_5S_V_11_04_01,Yes I do!,No interviews please!,I'm a fan of yours Reporter Tae!
31065006-24,V,"[""Hi? Nice to meet you"",""ZIf you would like to read Taetae Magazine again please press 1 if you don't please press 2""]",104,SMS_5S_V_11_05_01,56,SMS_5S_V_11_06_01,80,SMS_5S_V_11_07_01,Number 1,Number 2,Number 3
31065007-14,V,"[""I've decided"",""I'm sleepy... T_T sniff""]",104,SMS_5S_V_13_02_01,80,SMS_5S_V_13_03_01,56,SMS_5S_V_13_04_01,Try drinking coffee,Try exercising,Just go to bed if you're sleepy
31065007-27,V,"[""I've decided"",""7Now you're the only one that needs to go to bed Manager""]",104,SMS_5S_V_13_05_01,56,SMS_5S_V_13_06_01,80,SMS_5S_V_13_07_01,Help me fall asleep,I'm not sleepy though,I'll go to bed
31065008-17,V,"[""When are you coming?"",""What do I do now??""]",80,SMS_5S_V_15_02_01,104,SMS_5S_V_15_03_01,56,SMS_5S_V_15_04_01,Take a walk,Have some ice cream,Come back to the dorm
31065008-24,V,"[""When are you coming?"",""There's so many so cute!""]",56,SMS_5S_V_15_05_01,104,SMS_5S_V_15_06_01,80,SMS_5S_V_15_07_01,Don't go near them,Feed them,You're cuter
31065009-5,V,"["")I didn't see you all day, where were you?"",""Guess why I was so busy""]",56,SMS_5S_V_09_02_01,80,SMS_5S_V_09_03_01,104,SMS_5S_V_09_04_01,Were you practicing?,Were you playing games?,Were you playing with a dog?
31065009-16,V,"["")I didn't see you all day, where were you?"",""VDogs wag their tails to the left when they're sad and to the right when they're happy!""]",80,SMS_5S_V_09_05_01,104,SMS_5S_V_09_06_01,56,SMS_5S_V_09_07_01,"Psh, don't make stuff up!",Really???,I knew that already.
31065010-4,V,"[""Starting today"",""Every day""]",80,SMS_5S_V_17_02_01,56,SMS_5S_V_17_03_01,104,SMS_5S_V_17_04_01,Amazing,All of a sudden?,Let's do it together
31065010-24,V,"[""Starting today"",""What new thing did you do today?""]",104,SMS_5S_V_17_05_01,80,SMS_5S_V_17_06_01,56,SMS_5S_V_17_07_01,Nothing,I did,I'm gonna start
31065011-7,V,"[""Auuugh it's too hot"",""-Do you have a favorite summer fruit Manager??""]",160,SMS_5S_V_19_02_01,112,SMS_5S_V_19_03_01,208,SMS_5S_V_19_04_01,Grapes!,Plums!,Korean melons!
31065012-18,V,"[""Let's listen to music together"",""I m e an lisetener""]",112,SMS_5S_V_23_02_01,208,SMS_5S_V_23_03_01,160,SMS_5S_V_23_04_01,Dance music,Jazz,Classical
31065013-23,V,"[""There's a big problem"",""Please help me, lucky Manager...""]",112,SMS_5S_V_21_02_01,160,SMS_5S_V_21_03_01,208,SMS_5S_V_21_04_01,Pink songpyeon,Yellow songpyeon,Green songpyeon
31065014-10,V,"[""Manager"",""but I don't know what to eat""]",208,SMS_5S_V_25_02_01,112,SMS_5S_V_25_03_01,160,SMS_5S_V_25_04_01,Black bean noodles,Hamburgers,Cola
31065015-8,V,"[""Manager are you sleeping"",""what do you do""]",160,SMS_5S_V_27_02_01,112,SMS_5S_V_27_03_01,208,SMS_5S_V_27_04_01,I wash my face,I go back to sleep haha,&I find someone else to keep me company
31065016-9,V,"[""Wee woo wee woo wee woo"",""Lol you scared me""]",112,SMS_5S_V_29_02_01,160,SMS_5S_V_29_03_01,208,SMS_5S_V_29_04_01,Listen to music,Meditate,Read a book
31065017-9,V,"[""Autumn, No Big Deal"",""\""What am I missing, my dear Manager""]",160,SMS_5S_V_31_02_01,112,SMS_5S_V_31_03_01,208,SMS_5S_V_31_04_01,You forgot music,You forgot books,Meat for bbq
31065018-14,V,"[""$Are you ready to get going O Manager"",""-I'm stuck on who I want to meet first haahhh!""]",208,SMS_5S_V_33_02_01,160,SMS_5S_V_33_03_01,112,SMS_5S_V_33_04_01,Van Gogh,The Beatles,Kid Taehyung
31065019-7,V,"[""So I"",""!and it makes you think of someone""]",208,SMS_5S_V_35_02_01,160,SMS_5S_V_35_03_01,112,SMS_5S_V_35_04_01,"Your birthday, Taehyung",Seok Jin's birthday,I'm not sure
31065020-14,V,"[""Manager"",""'Why do you think those friends left me?""]",160,SMS_5S_V_37_02_01,208,SMS_5S_V_37_03_01,112,SMS_5S_V_37_04_01,Things just disappear,They went back home,"!Out with the old, in with the new"
31065021-6,V,"[""Hello dear customer"",""1What do you usually eat in the morning, customer?""]",112,SMS_5S_V_39_02_01,208,SMS_5S_V_39_03_01,160,SMS_5S_V_39_04_01,Korean breakfast!,Bread!,I don't eat
31065022-10,V,"[""I had a really interesting dream"",""They kept looking at me""]",112,SMS_5S_V_41_02_01,208,SMS_5S_V_41_03_01,160,SMS_5S_V_41_04_01,"(Maybe you were a pretty flower, Taehyung","*Maybe you were a cute teddy bear, Taehyung","*Maybe you were a cool mannequin, Taehyung?"
31065023-11,V,"[""Hello, my student"",""Kis that I know someone who is very consistent from the beginning to the end""]",112,SMS_5S_V_43_02_01,208,SMS_5S_V_43_03_01,160,SMS_5S_V_43_04_01,One of the members?,You?,Is it me?
31065024-3,V,"[""Manager I..."",""Lost the timing game...""]",208,SMS_5S1_V_024_02_01,112,SMS_5S1_V_024_03_01,160,SMS_5S1_V_024_04_01,What kind of timing game??,You lost again?,Your opponent was clueless
31065025-9,V,"[""Manager"",""$on a day with weather just like this""]",112,SMS_5S1_V_025_02_01,160,SMS_5S1_V_025_03_01,208,SMS_5S1_V_025_04_01,A carb party?,Listening to jazz?,Taking photos of the scenery?
31065026-11,V,"[""Manager"",""#When do you feel that I've grown up""]",112,SMS_5S1_V_026_02_01,160,SMS_5S1_V_026_03_01,208,SMS_5S1_V_026_04_01,When you pass on hamburgers,#When you share snacks with Jeongguk,#When you became leader of the 95ers
31065027-10,V,"[""Hoooorayyy"",""That's why I'm happy""]",208,SMS_5S1_V_027_02_01,112,SMS_5S1_V_027_03_01,160,SMS_5S1_V_027_04_01,What is it?,I think I know what it is haha,Isn't that the same thing?
31065028-14,V,"[""Manager"",""Loooool what was so different?""]",208,SMS_5S1_V_028_02_01,160,SMS_5S1_V_028_03_01,112,SMS_5S1_V_028_04_01,!Was the concept really different?,Were the members different?,#Was the stage completely different?
31065029-15,V,"[""Manager, Manager"",""Are you a good cook, Manager?""]",208,SMS_5S1_V_029_02_01,112,SMS_5S1_V_029_03_01,160,SMS_5S1_V_029_04_01,"Yes, I'm good","Nope, I'm not",Hmm it's complicated
31065030-7,V,"[""Manager"",""20 questions!!""]",208,SMS_5S1_V_030_02_01,160,SMS_5S1_V_030_03_01,112,SMS_5S1_V_030_04_01,Of course I have!,I'm really good at it,I've never heard of it
31065031-15,V,"[""Just now"",""&Hoh how did you know that it suits me?""]",208,SMS_5S1_V_031_02_01,160,SMS_5S1_V_031_03_01,112,SMS_5S1_V_031_04_01,You try to enjoy life,You're imaginative and original,!You're passionate about interests
31065032-4,V,"[""!Manager I feel like I've suddenly"",""!But you're already rich, Taehyung""]",112,SMS_5S1_V_032_02_01,160,SMS_5S1_V_032_03_01,208,SMS_5S1_V_032_04_01,Rich in expressions,Rich with cuteness,Rich in nicknames
31075001-6,Jungkook,"[""Manager"",""I'm not sleeping yet either""]",104,SMS_5S_Jungkook_01_02_01,56,SMS_5S_Jungkook_01_03_01,80,SMS_5S_Jungkook_01_04_01,I can't seem to fall asleep...,"You were gaming, huh?",Good children go to bed early!
31075001-17,Jungkook,"[""Manager"",""0I'm just suddenly wondering if I'm doing well...""]",80,SMS_5S_Jungkook_01_05_01,80,SMS_5S_Jungkook_01_06_01,80,SMS_5S_Jungkook_01_07_01,You're doing well!,*How about you talk it out with the hyungs?,You've grown up.
31075002-5,Jungkook,"[""I have a huge problem"",""This is all because of cleaning""]",80,SMS_5S_Jungkook_03_02_01,56,SMS_5S_Jungkook_03_03_01,104,SMS_5S_Jungkook_03_04_01,Why is it because of cleaning?,(I don't understand what you're saying...,That IS a huge problem!
31075002-13,Jungkook,"[""I have a huge problem"",""""]",104,SMS_5S_Jungkook_03_05_01,80,SMS_5S_Jungkook_03_06_01,56,SMS_5S_Jungkook_03_07_01,$Go sleep in one of the hyung's beds.,)Go sleep on the couch in the living room.,&Organize the stuff on top of your bed.
31075003-11,Jungkook,"[""Today the choreography teacher"",""Thanks for falling for it""]",80,SMS_5S_Jungkook_05_02_01,56,SMS_5S_Jungkook_05_03_01,104,SMS_5S_Jungkook_05_04_01,-_-,Loooool,T_______T
31075003-19,Jungkook,"[""Today the choreography teacher"",""3I'm gonna have to think of even more pranks to play""]",80,SMS_5S_Jungkook_05_05_01,104,SMS_5S_Jungkook_05_06_01,56,SMS_5S_Jungkook_05_07_01,")You like playing pranks that much, huh...",Let's think of some new tricks!,They're gonna get you back...
31075004-13,Jungkook,"[""Hello"",""I uploaded it by accident""]",80,SMS_5S_Jungkook_07_02_01,104,SMS_5S_Jungkook_07_03_01,56,SMS_5S_Jungkook_07_04_01,You took a selfie?,You're handsome!,"You tried looking cool, huh?"
31075004-26,Jungkook,"[""Hello"",""0The hyungs told me to practice taking selfies...""]",104,SMS_5S_Jungkook_07_05_01,80,SMS_5S_Jungkook_07_06_01,56,SMS_5S_Jungkook_07_07_01,The photo came out really well!,It's not as good as real life...,I want to save this photo.
31075006-7,Jungkook,"[""I wanna eat"",""out of hotteok""]",80,SMS_5S_Jungkook_11_02_01,104,SMS_5S_Jungkook_11_03_01,56,SMS_5S_Jungkook_11_04_01,%Hotteok's the best during wintertime!,It's not even winter?,I don't really like hotteok
31075006-27,Jungkook,"[""I wanna eat"",""They were super delicious""]",80,SMS_5S_Jungkook_11_05_01,104,SMS_5S_Jungkook_11_06_01,56,SMS_5S_Jungkook_11_07_01,I'll make some for you,I'll track down the guy for you,Use your Eat Jin favor
31075007-7,Jungkook,"[""Is it true?"",""What am I gonna do with them??""]",56,SMS_5S_Jungkook_13_02_01,104,SMS_5S_Jungkook_13_03_01,80,SMS_5S_Jungkook_13_04_01,Calm down,So cute!,Guys run away!
31075007-20,Jungkook,"[""Is it true?"",""3I'm confident that I can fall asleep quickly hehehe""]",56,SMS_5S_Jungkook_13_05_01,80,SMS_5S_Jungkook_13_06_01,104,SMS_5S_Jungkook_13_07_01,I can't fall asleep that easily,Me too!,!I bet I could wake you up quickly
31075008-9,Jungkook,"[""Jeongguk did you eat yet?"",""Ah yum""]",80,SMS_5S_Jungkook_09_02_01,104,SMS_5S_Jungkook_09_03_01,56,SMS_5S_Jungkook_09_04_01,You ate all of that?,It wasn't too spicy???,So handsome T____T
31075008-18,Jungkook,"[""Jeongguk did you eat yet?"",""Did you eat yet Manager?""]",80,SMS_5S_Jungkook_09_05_01,104,SMS_5S_Jungkook_09_06_01,0,0,Of course! I ate!,Not yet...,
31075009-8,Jungkook,"[""Jeongguk where are you?"",""I set the highest score""]",56,SMS_5S_Jungkook_15_02_01,104,SMS_5S_Jungkook_15_03_01,80,SMS_5S_Jungkook_15_04_01,(Can't believe you're good at bowling too,I know how to bowl too...,"""I don't know much about bowling..."
31075009-20,Jungkook,"[""Jeongguk where are you?"",""That's who looooool""]",104,SMS_5S_Jungkook_15_05_01,56,SMS_5S_Jungkook_15_06_01,80,SMS_5S_Jungkook_15_07_01,I think I know who,That kind of person exists?,Do I know this person?
31075010-5,Jungkook,"[""I'm curious"",""In the vacuum cleaner, right?""]",104,SMS_5S_Jungkook_17_02_01,80,SMS_5S_Jungkook_17_03_01,56,SMS_5S_Jungkook_17_04_01,I don't think so?,Wouldn't they stay alive?,(Are you thinking of raising fruit flies?
