id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
34033002-2,J-Hope,"[""yFollow me, just like this Doing this move in the mirror when you're feeling down will make you feel better hoyt hoyt""]",140,SNS_3S_J-hope_02_01_02,168,SNS_3S_J-hope_02_01_05,0,0,Following your lead is hard.,Does that really work?,
34033003-2,J-Hope,"[""lI was gifted a dream catcher that traps my bad dreams! Tonight I'm going to sleep sooooundly and sweetly""]",140,SNS_3S_J-hope_03_01_02,140,SNS_3S_J-hope_03_01_05,0,0,)I didn't know you were having nightmares.,"I need one, too!",
34033007-2,J-Hope,"[""2>>> <color=#42b7fe>Did you see my bag</color>? <<<""]",140,SNS_3S_J-hope_07_01_02,140,SNS_3S_J-hope_07_01_06,0,0,What's in it?,It's hella trophies and it's...,
34033014-2,J-Hope,"[""Choreography Team Manager: Jeong HoseokChoreography Team Lead: Park JiminChoreography Assistant Manager: Jeon JeonggukChoreography Intern: ???""]",140,SNS_3S_J-hope_14_01_02,140,SNS_3S_J-hope_14_01_07,0,0,Me!!!,I think I know who!,
34033016-2,J-Hope,"[""lI found out I have a habit of patting my body as I sleepTaehyung and Jimin saw and freaked out loooooooool""]",140,SNS_3S_J-hope_11_01_02,140,SNS_3S_J-hope_11_01_06,0,0,Where did that come from?,I've got to see this for myself.,
34033017-2,J-Hope,"[""lIt's 2:18, hope minutes of hope hour ~@_@/Hope is overflowing ha<color=#3a72bd>#HaPpy #HopE_TimE</color>""]",140,SNS_3S_J-hope_16_02_01,140,SNS_3S_J-hope_16_03_01,0,0,#It's late. Are you not gonna sleep?,Share some hope please,
34033018-2,J-Hope,"[""QI want to be the guy with that piercing look that knocks everyone off their feet.""]",140,SNS_3S_J-hope_06_01_02,140,SNS_3S_J-hope_06_01_05,0,0,You're there already...,'Guess you need to work a little harder!,
34033019-2,J-Hope,"[""-I'm your hope!You're my hope!I'm J-HOPE!!""]",140,SNS_3S_J-hope_12_01_02,140,SNS_3S_J-hope_12_01_06,0,0,So sweet.,I'm your manager!,
34033020-2,J-Hope,"[""5Have a #hopefilled day todayI'm going to #suit up!!""]",140,SNS_3S_J-hope_13_01_02,140,SNS_3S_J-hope_13_01_06,0,0,Is today a special day?,I'll have a hope-filled day!,
34033022-2,J-Hope,"[""I remember winning 3rd place at a national tennis tournament when I was in elementary school. It's truly a memory I won't forget... Will I be able to pick up a tennis racquet again some day?""]",140,SNS_3S_J-hope_05_01_02,140,SNS_3S_J-hope_05_01_05,0,0,I would have never guessed...,I wanna see you play tennis!,
34033024-3,J-Hope,"[""Just finished giving Hobi-massages to loosen up everyone's muscles!!! Bababaaammm 1!! Everyone's feeling refreshed! Happy happy"","".Hoseko my arms nd lgs are so lx they won't mve""]",140,SNS_3S_J-hope_09_01_03,140,SNS_3S_J-hope_09_01_07,0,0,Don't you need one of those?,"My muscles are tense, too.",
34033027-2,J-Hope,"[""oTook a snap because I shouldn't be the only looking at something so cool!!Can you feel the autumn vibes?? @_@""]",168,SNS_3S1_J-hope_027_02_01,140,SNS_3S1_J-hope_027_03_01,0,0,I feel it!,Is this the hope squirrel's POV?,
34033028-2,J-Hope,"[""Hi, BTS members???Please fold the covers like this after you wake up??You just have to fold the blanket in half, then by half again, and repeat!""]",140,SNS_3S1_J-hope_028_02_01,168,SNS_3S1_J-hope_028_03_01,0,0,Super simple!,Sounds complicated...,
34033029-2,J-Hope,"[""0Can anyone save Hobi's kite?!#Help #Hobis_Kite""]",168,SNS_3S1_J-hope_029_02_01,140,SNS_3S1_J-hope_029_03_01,0,0,How did it go?,Should I come over there?,
34034002-4,J-Hope,"[""CThe dog I met on set!!!!!!!!It was super obedient! Super cute T_T"",""2@Jimin yeah! Training was super successful!!!!!!!!""]",140,SNS_4S_J-hope_03_01_04,112,SNS_4S_J-hope_03_01_08,168,SNS_4S_J-hope_03_01_12,%Should we get a pet dog for the dorm?,Do you like animals?,That dog looks like you!
34034006-5,J-Hope,"[""6I want to pierce my ears, but... Too scary still scary"",""(@Jeongguk I never want to pierce them...""]",140,SNS_4S_J-hope_11_01_05,168,SNS_4S_J-hope_11_01_11,112,SNS_4S_J-hope_11_01_14,"#Not piercing them is charming, too.",You can just wear clip-ons!,"&You're scared of a lot of things, huh?"
34034011-2,J-Hope,"[""<color=#42b7fe>YOLO YOLO YOLO</color>!!Guess who just spent a ton of money buying stuff on foreign sites???<color=#42b7fe>Uh! That's me</color> Jeong Hoseok!!""]",140,SNS_4S_J-hope_21_01_02,168,SNS_4S_J-hope_21_01_05,112,SNS_4S_J-hope_21_01_09,Whoa! How'd you do that?,What'd you buy?,Tangjinjaem!!!
34034012-7,J-Hope,"[""~First day without anything scheduled in a while.I'm not going to do anything today!!! Oh yeah, oh yeah!Sweet sweet rest!!!"",""2@SeokJin @Yunki @Jeongguk Seriously, these guys...""]",140,SNS_4S_J-hope_23_01_07,168,SNS_4S_J-hope_23_01_10,112,SNS_4S_J-hope_23_01_13,Rest up!,Is today a chicken kind of day?,You're not gonna practice?
34034013-2,J-Hope,"[""Things just aren't going well today!There was a sudden downpour and thenthe famous restaurant I went to was closed!I guess today's just unlucky T ^ T""]",140,SNS_4S_J-hope_07_01_02,168,SNS_4S_J-hope_07_01_06,112,SNS_4S_J-hope_07_01_11,Did you check your horoscope?,You can borrow some of my luck.,It's just one of those days...
34034014-2,J-Hope,"[""~Why am I always in charge of cleaning the dormsThere are people who make messes and people who clean them...Mom was right!""]",140,SNS_4S_J-hope_17_01_02,112,SNS_4S_J-hope_17_01_06,168,SNS_4S_J-hope_17_01_10,"-It's because you're good at cleaning, Hoseok!",2Did someone pawn their cleaning duties off on you?,I'll help!
34034016-2,J-Hope,"[""5I wonder if I shouldn't have said what I said then...""]",168,SNS_4S_J-hope_09_01_02,140,SNS_4S_J-hope_09_01_07,112,SNS_4S_J-hope_09_01_11,Is something wrong?,Don't let it eat away at you!,)Regretting it won't change what happened.
34034017-2,J-Hope,"[""WI wonder if I practiced with a little too much passion...My muscles ache! Throbthrob!""]",140,SNS_4S_J-hope_15_01_02,112,SNS_4S_J-hope_15_01_07,168,SNS_4S_J-hope_15_01_11,1Pain relief patches are perfect for muscle aches!,!Take it easy with the practicing.,5Think of it as a badge of honor from practicing hard!
34034018-2,J-Hope,"[""I gave bird food to the birds who came to play!!They were so cute pecking at the food.If I'm reborn again I want to be a bird!#Hobis_diary""]",168,SNS_4S_J-hope_19_01_02,140,SNS_4S_J-hope_19_01_05,112,SNS_4S_J-hope_19_01_08,So you can fly?,Please be reborn as Hoseok.,#I thought you were scared of birds!
34034021-2,J-Hope,"[""I'm thinking of making pretty bracelets for the other membersLet me know if you have color preferencesI'll make sure to use them @_@""]",112,SNS_4S1_J-hope_021_02_01,140,SNS_4S1_J-hope_021_03_01,168,SNS_4S1_J-hope_021_04_01,#Your manager wears bracelets too...,Bracelets?,"First, a red one for Hobi"
34043001-2,RM,"[""~If I could have one wish,I would wish for happiness for all the people I love.My own happiness would not exist without it!""]",168,SNS_3S_RM_01_01_02,140,SNS_3S_RM_01_01_06,0,0,That's so moving,#That's not what I would wish for...,
34043002-2,RM,"[""jNearly a week ago...Seok Jin hyung's beloved tin of energy supplements caught my eye. I snuck a few and they really worked! I was full of energy and didn't feel tired the whole day. So, I kept sneaking them from the tin during production and he finally caught me...He says they were just jellies...This is what you call a #PlaceboEffect #Wonhyos_SkullJelly""]",168,SNS_3S_RM_02_01_02,140,SNS_3S_RM_02_01_06,0,0,I'll buy you energy supplements,You didn't get in trouble?,
34043003-4,RM,"[""Uniforms suit me so... well?"",""@Jimin So tall...x2""]",140,SNS_3S_RM_03_01_04,140,SNS_3S_RM_03_01_07,0,0,Suits you so well!,It's a bit weird?,
34043004-2,RM,"[""There's research that says your confidence and work efficiency improve when you say nice things to your reflection!Should I start today? I'll try it when the rest of the group isn't around""]",140,SNS_3S_RM_04_01_02,140,SNS_3S_RM_04_01_06,0,0,I have to see this.,I don't think I could do it.,
34043007-3,RM,"[""Hmm... I haven't studied for a while and my brain feels like it's gone stale.I want to go to school. I want to study. I want to take tests!"",""You... Want to study? Omg...""]",140,SNS_3S_RM_07_01_03,140,SNS_3S_RM_07_01_07,0,0,I totally understand.,I can't relate....,
34043015-3,RM,"[""*<color=#42b7fe>Manners maketh man.</color>"","",Wow Namjun, looking cool in that suit! Whoa!""]",140,SNS_3S_RM_15_01_03,140,SNS_3S_RM_15_01_07,0,0,"""That's a line from a movie, right?",",Taking yourself a little too seriously, huh?",
34043016-2,RM,"[""I pretty much listen to things on repeat. So when I listen to a song I like I listen until I get sick of it, whether it's 50 times or 100.""]",140,SNS_3S_RM_16_02_01,140,SNS_3S_RM_16_03_01,0,0,Me too,Not me,
34043017-2,RM,"[""[<color=#42b7fe>MISSING</color>]Looking for a missing basketballLast Seen: Last NightLast Known Location: Dorm BackyardNote: It's Yunki hyung's. If I don't find it soon, I'm dead! Need to find it before Yunki hyung finds out!!!""]",140,SNS_3S_RM_09_01_02,140,SNS_3S_RM_09_01_07,0,0,I'll help you find it.,&Is there anything you haven't lost...?,
34043018-2,RM,"[""I went to the caf I go to every day and asked for the usual in my best cool city guy voice. It was something that I always wanted to say.But...The cashier was new!!!I remember the silence so clearly... So embarrassing T_T""]",140,SNS_3S_RM_13_01_02,140,SNS_3S_RM_13_01_06,0,0,"""I wish I had been there to see it!",(That new cashier didn't know any better.,
34043019-2,RM,"[""AI have two selves.One is named RM, and the other is Kim Namjun.""]",140,SNS_3S_RM_11_01_02,140,SNS_3S_RM_11_01_06,0,0,&What's the difference between the two?,Both are precious to me!,
34043020-2,RM,"[""The reason why we reactively grab our ears after touching something hot is because it's the coolest part of our body.But that's wrong.My heart is the coldest part of my body. -248 degrees.""]",140,SNS_3S_RM_12_01_02,140,SNS_3S_RM_12_01_06,0,0,!You'd be dead if that was true...,Did something happen?,
34043024-3,RM,"[""Alone at the dorm for the first time in a while.Time to get some work done (slowly...), watch a movie,and then listen to some music and heal!These are #SmallMomentsOfHappiness"",""HI'd prefer a #BigMomentOfHappiness instead.Like... winning the lottery""]",140,SNS_3S_RM_06_01_03,140,SNS_3S_RM_06_01_06,0,0,Aren't you lonely?,Don't forget to clean the dorm!,
34043027-2,RM,"[""&#Autumn #Reading and... #OneAutumnLeaf""]",168,SNS_3S1_RM_027_02_01,140,SNS_3S1_RM_027_03_01,0,0,Autumn is the season for reading,The leaves are pretty in autumn,
34043028-2,RM,"[""8You have to listen to BTS's Coffee while drinking coffee""]",168,SNS_3S1_RM_028_02_01,140,SNS_3S1_RM_028_03_01,0,0,Haaa that's a great vibe,Namjunie's coffee tastes noted!,
34043029-2,RM,"[""[Peaceful dorm but not so peaceful kitchenToday I'm the #aglio_e_olio #chef #daily_cooking""]",168,SNS_3S1_RM_029_02_01,140,SNS_3S1_RM_029_03_01,0,0,Was it delicious?,&You're entering the world of cooking?!,
34044001-6,RM,"[""Stubbornly wearing sunglasses inside when it's dark.This is my <color=#3a72bd>#fashion</color>. You can also say that it's my <color=#3a72bd>#passion</color>."",""*@Jeongguk Jeongguk... You spelled it wrong""]",168,SNS_4S_RM_01_01_06,140,SNS_4S_RM_01_01_10,112,SNS_4S_RM_01_01_15,Cool as always.,Could you even see?,9Seems like you're taking this concept a little too far...
34044002-2,RM,"[""zMy affliction: text addiction.Every book in the world is a potential source of inspiration... I want to absorb them all!""]",140,SNS_4S_RM_03_01_02,168,SNS_4S_RM_03_01_05,112,SNS_4S_RM_03_01_09,What are you reading?,Such a sexy genius.,That's not a real disease.
34044003-2,RM,"[""KWhy am I so bad at multitasking...?#Nail_biter #uglyhands #depressedMrKim""]",112,SNS_4S_RM_05_01_02,168,SNS_4S_RM_05_01_05,140,SNS_4S_RM_05_01_08,I can't even single-task...,*Isn't it better to do one thing at a time?,(Ah it hurts when you bite your nails T_T
34044012-2,RM,"[""I'd give myself 70 points if I had to grade myself.That's the easiest - that way I'm not overrating or underrating myself. I need to do just enough, 70 points worth.""]",168,SNS_4S_RM_23_01_02,140,SNS_4S_RM_23_01_06,112,SNS_4S_RM_23_01_10,You're underestimating yourself.,"""How many points would you give me?",Don't stress out about it!
34044013-2,RM,"[""8It's a lazy afternoon.What I need most right now is...""]",112,SNS_4S_RM_15_01_02,140,SNS_4S_RM_15_01_06,168,SNS_4S_RM_15_01_10,A cup of coffee!,A nap!,Some conversation!
34044015-2,RM,"[""I was heading to a restaurant with Yunki hyung to meet the rest of the guys. I looked away for a moment, and now Yunki hyung is gone, and I'm lost#whereis #everyone #Im_bad_at_directions""]",140,SNS_4S_RM_07_01_02,112,SNS_4S_RM_07_01_05,168,SNS_4S_RM_07_01_08,Whoa you got lost???,Check your maps app!,I'll come find you right now!
34044017-2,RM,"[""gExploring a new language is like exploring a whole new world. Studying foreign languages is always fun!""]",168,SNS_4S_RM_19_01_02,140,SNS_4S_RM_19_01_08,112,SNS_4S_RM_19_01_12,What's your secret?,You think studying is fun?,"You're amazing, Namjun!"
34044019-2,RM,"[""UMom just dissed my fedorasaying that I can't rock ityour son's just crying now...""]",140,SNS_4S_RM_11_01_02,168,SNS_4S_RM_11_01_06,112,SNS_4S_RM_11_01_10,You look like a model!,Do you really like that fedora?,"!I don't really like it, either..."
34044020-2,RM,"[""The fine dust is really bad out there T_T Everyone should go stock up with a box of masks! I have exactly 912 masks stockpiled haha#MeteorologistKim #WeatherAlert""]",140,SNS_4S_RM_27_02_01,112,SNS_4S_RM_27_03_01,168,SNS_4S_RM_27_04_01,No outdoor activities today!,I'd like a mask please!,Please destroy the fine dust too
34044021-2,RM,"["".Who should I be today?Not Kim Namjun, not RM""]",140,SNS_4S1_RM_021_02_01,112,SNS_4S1_RM_021_03_01,168,SNS_4S1_RM_021_04_01,Art Gallery Kim Daily,BTS's Manager,%A goldoggo on a walk by the Han River
34053001-2,Jimin,"[""]How come I trip so easily?The hyungs teased me and said I should wear knee pads -_-#JIMIN""]",168,SNS_3S_Jimin_01_01_02,140,SNS_3S_Jimin_01_01_05,0,0,The ground's pulling you down.,Listen to your hyungs.,
34053002-2,Jimin,"[""0Take my hearts and cheer up today!! Hehe#JIMIN""]",168,SNS_3S_Jimin_02_01_02,140,SNS_3S_Jimin_02_01_05,0,0,$I have so much energy! Like a tiger!,I don't really like hearts...,
34053003-2,Jimin,"[""I have 9 years of experience being the class president... so now I'm the leader of the Maknae lineLet's work well together!!!#JIMIN""]",140,SNS_3S_Jimin_03_01_02,140,SNS_3S_Jimin_03_01_05,0,0,Class president for 9 years?,'What does that have to do with this...?,
34053008-2,Jimin,"[""RThis isn't because I cried, I'm naturally flushed...Don't misunderstand!#JIMIN""]",140,SNS_3S_Jimin_08_01_02,140,SNS_3S_Jimin_08_01_05,0,0,You're not wearing blush?,Who misunderstood?,
34053009-2,Jimin,"[""HYunki hyung stop teasing me looolYou seem like such an imp lol#JIMIN""]",140,SNS_3S_Jimin_09_01_02,140,SNS_3S_Jimin_09_01_05,0,0,Yunki's bothering you?,It's because you're cute,
34053014-2,Jimin,"[""`So many people have been asking if I'm an angel or a fairy latelyHm... Which one am I?#JIMIN""]",140,SNS_3S_Jimin_14_01_02,140,SNS_3S_Jimin_14_01_05,0,0,An angel!,A fairy!,
34053016-2,Jimin,"[""OIs it because I had instant noodles last night?My cheeks seem swollen#JIMIN""]",140,SNS_3S_Jimin_06_01_02,140,SNS_3S_Jimin_06_01_05,0,0,4Please eat instant noodles every night in that case.,You do look a bit swollen...,
34053017-2,Jimin,"[""8When I laugh I can't see anything in front of me#JIMIN""]",140,SNS_3S_Jimin_11_01_02,140,SNS_3S_Jimin_11_01_05,0,0,How come?,But you get cuter!,
34053019-2,Jimin,"[""|I got ripped off so I'm going to return the clothes I boughtI should get a refund if I go looking like this right?#JIMIN""]",140,SNS_3S_Jimin_05_01_02,140,SNS_3S_Jimin_05_01_05,0,0,How'd that happen...,-What are you going to say when you get there?,
34053020-2,Jimin,"[""fWearing a suit boosts my confidenceIt feels like I'm not me and I'm actually another person!#JIMIN""]",140,SNS_3S_Jimin_13_01_02,140,SNS_3S_Jimin_13_01_05,0,0,You look so cool!,&Isn't that pose a little over the top?,
34053021-2,Jimin,"[""sI'm listening to music that the other members suggestedIt's fun because everyone has different tastes lol#JIMIN""]",140,SNS_3S_Jimin_07_01_02,140,SNS_3S_Jimin_07_01_05,0,0,Recommend me some music!,What song do you like the most?,
34053024-2,Jimin,"[""qI believed in Santa Claus up until recentlyso I thought it would be great if it was Christmas every day#JIMIN""]",140,SNS_3S_Jimin_12_01_02,140,SNS_3S_Jimin_12_01_05,0,0,%You still believed in Santa Claus...?,Christmas is fun.,
34053027-2,Jimin,"[""aAutumn, you're so beautiful!Is this the autumn sky you were telling me about? #SnapSnap#JIMIN""]",168,SNS_3S1_Jimin_027_02_01,140,SNS_3S1_Jimin_027_03_01,0,0,"1What's lovely is the way you love the sky, Jimin!",The autumn sky is so pretty,
34053028-2,Jimin,"[""?I met a kitty on my nighttime walk... Nice to meet you!#JIMIN""]",140,SNS_3S1_Jimin_028_02_01,168,SNS_3S1_Jimin_028_03_01,0,0,I don't see it,So cute,
34053029-2,Jimin,"[""YMade wonderful memories today with the members! <color=#3a72bd>#Happy_Day</color>#JIMIN""]",168,SNS_3S1_Jimin_029_02_01,140,SNS_3S1_Jimin_029_03_01,0,0,The Memory Squirrel!,You guys sound like kids!,
34054001-2,Jimin,"[""RIt's still weird taking photos...I'm just a bashful Busan boy I guess...#JIMIN""]",168,SNS_4S_Jimin_01_01_02,140,SNS_4S_Jimin_01_01_05,112,SNS_4S_Jimin_01_01_09,Be confident!,Who took this picture for you?,You look awkward...
34054002-2,Jimin,"[""'Music is my <color=#42b7fe>life</color>""]",140,SNS_4S_Jimin_03_01_02,168,SNS_4S_Jimin_03_01_06,112,SNS_4S_Jimin_03_01_09,Pretty charming...?,)Bangtan is my <color=#42b7fe>life</color>,Is music everything?
34054003-3,Jimin,"[""DSour is the best flavor of all!I seriously love sour stuff#JIMIN"",""%Jimin hyung eats lemons really well!!""]",112,SNS_4S_Jimin_05_01_03,168,SNS_4S_Jimin_05_01_08,140,SNS_4S_Jimin_05_01_13,I don't like sour stuff...,"I like sour stuff, too!","%Stuff like calamansi, lemons, limes??"
34054011-2,Jimin,"[""AEveryone look at the sky!The cloud shapes are so pretty#JIMIN""]",168,SNS_4S_Jimin_21_01_02,112,SNS_4S_Jimin_21_01_06,140,SNS_4S_Jimin_21_01_10,They really are.,I can't really tell.,)This is what you'd call a moment of SBDH?
34054014-2,Jimin,"["";Someone said my pout looks like a beak...Really??#JIMIN""]",112,SNS_4S_Jimin_07_01_02,168,SNS_4S_Jimin_07_01_06,140,SNS_4S_Jimin_07_01_11,I see the beak!,A beak? On a person?,Who said that?
34054016-3,Jimin,"[""LEnjoyable dinner time!Hehe today's dinner is chicken breast salad!#JIMIN"",""@Ugh it's a vegetable party!! Why isn't there a dislike button...""]",168,SNS_4S_Jimin_16_01_03,140,SNS_4S_Jimin_16_01_07,112,SNS_4S_Jimin_16_01_11,!Are those sad-looking leaves all?,"""Dieting is like lifelong homework!",That looks good!
34054017-2,Jimin,"[""6I wonder if I look more like a puppy or a cat?#JIMIN""]",112,SNS_4S_Jimin_11_01_02,140,SNS_4S_Jimin_11_01_05,168,SNS_4S_Jimin_11_01_08,A cat.,A puppy.,I can't choose...
34054018-3,Jimin,"[""uHow can this be?! Rock paper scissors, drawing lots, ghost leg...I lost consecutively in all of them... T_T#JIMIN"",""/Your result was statistically unbelievable lool""]",112,SNS_4S_Jimin_17_01_03,168,SNS_4S_Jimin_17_01_07,140,SNS_4S_Jimin_17_01_11,Oh no...,Don't be too disappointed!,!I'll take the punishment for you!
34054019-4,Jimin,"[""MI love snaaacks how could I live without them?#IAteThem #AllByMyself #JIMIN"",""1@Hoseok you know that I love you hyung, right ^_^""]",168,SNS_4S_Jimin_27_02_01,112,SNS_4S_Jimin_27_03_01,140,SNS_4S_Jimin_27_04_01,You love snacks that much?,No more snacks today!,Gimme snacks too
34054021-2,Jimin,"[""0What should I eaaaat? Suggestions please#JIMIN""]",140,SNS_4S1_Jimin_021_02_01,168,SNS_4S1_Jimin_021_03_01,112,SNS_4S1_Jimin_021_04_01,Kimchi stew,Tonkatsu,Grilled fish
34063002-2,V,"[""=Okay no sick no sick healthy important! Then only happy okay?""]",140,SNS_3S_V_02_01_02,168,SNS_3S_V_02_01_05,0,0,What is that supposed to mean???,OK... I'll be happy!,
34063008-2,V,"[""QBought roses for an important personI hope they like themAh...I'm nervous @_@""]",140,SNS_3S_V_08_01_02,140,SNS_3S_V_08_01_05,0,0,Who's the important person?,"I like roses, too...",
34063010-2,V,"[""4If you want to get a kiss from meCome here! Hurry!""]",140,SNS_3S_V_10_01_02,140,SNS_3S_V_10_01_05,0,0,No kissing!!!,1Are you sure you're not the one who wants a kiss?,
34063015-2,V,"[""jToday's weather was definitely the Most Beautiful Moment in Life an eyesore for my sightI liked it a lot""]",140,SNS_3S_V_15_01_02,140,SNS_3S_V_15_01_05,0,0,An eyesore for your sight?,"I liked it, too!",
34063016-2,V,"[""xI can only fall asleep if I'm hugging somethingbut the cushion I usually hug is goneWho's the culprit... Come out...""]",140,SNS_3S_V_07_01_02,140,SNS_3S_V_07_01_05,0,0,!Try sleeping without the cushion!,%Do you want me to give you my pillow?,
34063017-2,V,"[""?I'm aiming directly for your heartMuahahahhehehehehahaheeheee""]",140,SNS_3S_V_05_01_02,140,SNS_3S_V_05_01_05,0,0,What kind of pose is that?,Save me!,
34063018-2,V,"[""}I got homework from the vocal coach and I need to find out what's special about my voice.... T ^ T so hard... please help ahh""]",140,SNS_3S_V_16_02_01,140,SNS_3S_V_16_03_01,0,0,"""When I think Taehyung I think tone",&When I think Taehyung I think strength,
34063019-2,V,"[""<I learned how to draw from Van Gogh hyungHe's so talented!""]",140,SNS_3S_V_09_01_02,140,SNS_3S_V_09_01_05,0,0,Van Gogh hyung...?,"Taehyung, you draw?",
34063020-2,V,"[""}I just remembered the first time I went on a planeIt was so interesting that I had 400 pictures of the plane on my phone...""]",140,SNS_3S_V_11_01_02,140,SNS_3S_V_11_01_06,0,0,400 pictures?,$I'll put you on a plane if you want.,
34063021-2,V,"[""NMy facial features are the bestand the size of my hands is the best too hehe""]",140,SNS_3S_V_13_01_02,140,SNS_3S_V_13_01_05,0,0,How many centimeters?,$Do the other members agree with you?,
34063023-2,V,"[""I wanted to put a trash can in every one of the dorm roomsHoseok and Seok Jin hyung said something to me and asked me why I was putting them outAh!!!""]",140,SNS_3S_V_12_01_02,140,SNS_3S_V_12_01_05,0,0,The hyungs were mean!,They probably had a reason.,
34063024-2,V,"[""aMy nickname when I was younger was teddy bear!My dad always called me that >:D (and he'd smile)""]",140,SNS_3S_V_06_01_02,140,SNS_3S_V_06_01_05,0,0,You look like a teddy bear!,I wanna give you a nickname!,
34063027-2,V,"[""I went on a walk and gathered up all the fallen acorns in one spot so the squirrel friends can eat them. Eat up!!Good deed of the day vV""]",140,SNS_3S1_V_027_02_01,168,SNS_3S1_V_027_03_01,0,0,Great job,#The squirrels are probably thankful,
34063028-2,V,"[""6If I win, I'll make one of your wishes come true ^^""]",140,SNS_3S1_V_028_02_01,168,SNS_3S1_V_028_03_01,0,0,[Declaration of War],Guess you're pretty confident?,
34063029-2,V,"[""?Do you think the lake fairy will show up?!vV #Lake_Fairy #Vante""]",168,SNS_3S1_V_029_02_01,140,SNS_3S1_V_029_03_01,0,0,Did you meet the lake fairy?,Nice picture!,
34064001-2,V,"[""Not B-roll - V-roll!""]",140,SNS_4S_V_01_01_02,168,SNS_4S_V_01_01_06,112,SNS_4S_V_01_01_10,)How does it feel to be that good-looking?,I thought you were CG!,It came out well.
34064002-3,V,"[""9Why do people like the taste of coffee?Cola is the best"","">There are a variety of flavors of coffee depending on the type""]",140,SNS_4S_V_03_01_03,168,SNS_4S_V_03_01_07,112,SNS_4S_V_03_01_11,It's an acquired taste.,"Coffee can be tasty, too...",)How about not drinking carbonated drinks?
34064005-3,V,"[""Untouched Nature"",""Pretty scenery!""]",168,SNS_4S_V_09_01_03,140,SNS_4S_V_09_01_07,112,SNS_4S_V_09_01_12,Which one's the flower?,Natural man Kim Taehyung!,What does that mean?
34064012-2,V,"[""7I think a new pimple friend's appeared on my cheekHi?""]",168,SNS_4S_V_23_01_02,140,SNS_4S_V_23_01_06,112,SNS_4S_V_23_01_10,"Hi, pimple friend...?",",You're making friends with your pimples now?","'Remind me, what was good for pimples..."
34064014-3,V,"[""SI suddenly remembered when I used to deliver milk when I was in elementary school V"",""Must've been hard...""]",112,SNS_4S_V_13_01_03,168,SNS_4S_V_13_01_07,140,SNS_4S_V_13_01_11,(You had a part-time job delivering milk?,That's amazing...,Sounds like a rough time...
34064015-5,V,"["".v Hamburgers v are the best food on the planet"",""*@Yunki How come there's no dislike button?""]",168,SNS_4S_V_15_01_05,112,SNS_4S_V_15_01_09,140,SNS_4S_V_15_01_13,Hamburgers are the best!,I think that's an exaggeration.,6I'm sure that black bean noodles are feeling left out.
34064016-2,V,"[""+I wanted to be a farmer when I was younger!""]",140,SNS_4S_V_17_01_02,168,SNS_4S_V_17_01_06,112,SNS_4S_V_17_01_10,(What kind of crops did you want to grow?,Farmer Taehyung...,It suits you.
34064019-2,V,"[""4I think I've lost my way...Where am I and who am I""]",112,SNS_4S_V_11_01_02,168,SNS_4S_V_11_01_06,140,SNS_4S_V_11_01_10,You don't know where you are?,I'll come get you.,What do you see?
34064021-2,V,"[""yI thought I got all the mosquitoes before I went to bedBut I was mistaken TT#BeMyFriend_Whine #LetsPlay_WhineWhine""]",140,SNS_4S1_V_021_02_01,168,SNS_4S1_V_021_03_01,112,SNS_4S1_V_021_04_01,Should I go take care of it?!,Spray some insect repellant!,No one's home?
34073001-2,Jungkook,"["":You can always do better.There's still a long way to go.""]",140,SNS_3S_Jungkook_01_01_02,168,SNS_3S_Jungkook_01_01_07,0,0,Me?????,You're doing well now.,
34073002-2,Jungkook,"[""GWing Chun!!I'm going to try muay thai and kickboxing too one day gogo""]",168,SNS_3S_Jungkook_02_01_02,140,SNS_3S_Jungkook_02_01_06,0,0,Are you a singer or an athlete?,No more muscles!,
34073003-2,Jungkook,"[""?Found a fabric softener scent I really like!Better do laundry""]",140,SNS_3S_Jungkook_03_01_02,140,SNS_3S_Jungkook_03_01_06,0,0,#You must really like doing laundry.,"I like the scent, too!",
34073004-2,Jungkook,"[""Just had a really interesting dream. HeheIt was so interesting that I'm going to write it down before I forget.I was the oldest hyung in my dream and then Yunki hyung, the main vocal, just""]",140,SNS_3S_Jungkook_04_01_02,140,SNS_3S_Jungkook_04_01_06,0,0,Why'd it cut off?,It doesn't mean anything.,
34073009-2,Jungkook,"["">I got a perm!Saying I'm cute is a no no, strictly prohibited""]",140,SNS_3S_Jungkook_09_01_02,140,SNS_3S_Jungkook_09_01_08,0,0,So cute!!,"Wow, you look so cool!!",
34073014-2,Jungkook,"[""7I bought clothes for the first time in a million years.""]",140,SNS_3S_Jungkook_14_01_02,140,SNS_3S_Jungkook_14_01_07,0,0,Jeongguk? Shopping??,Plain t-shirts again!!,
34073015-2,Jungkook,"[""aThe scariest, most unthinkable thing has happened.There's no more rice... In the rice cooker...""]",140,SNS_3S_Jungkook_15_01_02,140,SNS_3S_Jungkook_15_01_07,0,0,*There's microwaveable rice under the sink!,That's scary?!,
34073016-2,Jungkook,"[""_I want to sing well and learn to play the drumsand how to write songs and I want to exercise.""]",140,SNS_3S_Jungkook_11_01_02,140,SNS_3S_Jungkook_11_01_06,0,0,You can do it all!,+You need to pick something and focus on it!,
